J.D.-2400000	FILTER	Relative Flux	Relative Flux Error
58003.5402	I	0.731698	0.004682
58003.54102	I	0.7333	0.004732
58003.54184	I	0.713999	0.004606
58003.55156	I	0.694291	0.004706
58003.55238	I	0.678572	0.004529
58003.5532	I	0.679909	0.00464
58003.55402	I	0.671007	0.00462
58003.55485	I	0.678351	0.004666
58003.55567	I	0.671285	0.004586
58003.55649	I	0.664029	0.004587
58003.55731	I	0.6587	0.004613
58003.55813	I	0.65381	0.004555
58003.55895	I	0.652277	0.0046
58003.55977	I	0.656786	0.004529
58003.56059	I	0.653942	0.00454
58003.56141	I	0.643321	0.004477
58003.56223	I	0.651759	0.004584
58003.5675	I	0.643533	0.004652
58003.56832	I	0.637815	0.004474
58003.56914	I	0.64132	0.004556
58003.56996	I	0.63821	0.004477
58003.57078	I	0.62751	0.004503
58003.5716	I	0.63894	0.004572
58003.57243	I	0.648206	0.004669
58003.57325	I	0.629466	0.004766
58003.57786	I	0.640789	0.004776
58003.57868	I	0.643927	0.004636
58003.5795	I	0.648346	0.004702
58003.58066	I	0.640519	0.004586
58003.58148	I	0.647968	0.005408
58003.58264	I	0.646007	0.004621
58003.58346	I	0.637068	0.005298
58003.58428	I	0.636717	0.005124
58003.58511	I	0.642352	0.004593
58003.60315	I	0.682155	0.004678
58003.60397	I	0.666306	0.004701
58003.6052	I	0.676608	0.004704
58003.60624	I	0.690286	0.004794
58274.54265	B	0.7666328	0.0059768
58274.54378	B	0.7710964	0.0060378
58274.5449	B	0.7769943	0.00606
58274.54602	B	0.7696824	0.0060876
58274.54714	B	0.7685305	0.0060965
58274.54826	B	0.7683737	0.0060895
58274.54938	B	0.7648488	0.0059717
58274.5505	B	0.7655089	0.0060056
58274.55162	B	0.7691315	0.0060108
58274.55274	B	0.7660915	0.0059678
58274.55386	B	0.772789	0.0060817
58274.55499	B	0.7674801	0.0059609
58274.55611	B	0.7622727	0.0059905
58274.55723	B	0.7720782	0.006005
58274.55835	B	0.7649554	0.0059508
58274.55947	B	0.7652709	0.0059618
58274.56059	B	0.7681687	0.0059798
58274.56171	B	0.7535455	0.0058525
58274.56284	B	0.7630825	0.0059676
58274.56397	B	0.7504636	0.0058454
58274.56509	B	0.7568413	0.0059155
58274.56621	B	0.7541719	0.0058476
58274.56733	B	0.7448564	0.0057743
58274.56845	B	0.7560664	0.0059244
58274.56957	B	0.7560486	0.0059135
58274.57069	B	0.7493612	0.0058643
58274.57183	B	0.7456383	0.0058222
58274.57295	B	0.7445778	0.0058311
58274.57407	B	0.7440535	0.0058321
58274.57519	B	0.7331793	0.0057568
58274.57632	B	0.7422733	0.0058021
58274.57744	B	0.7329044	0.0057758
58274.57856	B	0.7370938	0.0057779
58274.57968	B	0.733138	0.0057817
58274.58079	B	0.7320223	0.0057687
58274.58192	B	0.7360435	0.0057679
58274.58303	B	0.7297565	0.0057906
58274.58416	B	0.7310639	0.0058116
58274.58528	B	0.7211588	0.0057323
58274.5864	B	0.7226502	0.0057154
58274.58752	B	0.7166552	0.0056513
58274.58864	B	0.7130992	0.0056442
58274.58976	B	0.715167	0.0056583
58274.59091	B	0.7195855	0.0051034
58274.59218	B	0.7077941	0.0050659
58274.5934	B	0.7006834	0.0049898
58274.5946	B	0.7076005	0.0050639
58274.59581	B	0.7047579	0.0050269
58274.59701	B	0.7057537	0.0050449
58274.59822	B	0.7003064	0.0050197
58274.59942	B	0.7001096	0.0050286
58274.60062	B	0.6945665	0.0049974
58274.60183	B	0.68958	0.0049573
58274.60303	B	0.6858793	0.0049372
58274.60423	B	0.6851393	0.0049142
58274.60544	B	0.6723826	0.0048279
58274.60664	B	0.6795149	0.0048821
58274.60784	B	0.6672672	0.0048147
58274.60904	B	0.6677889	0.0048127
58274.61025	B	0.6684712	0.0048277
58274.61145	B	0.6617736	0.0047566
58274.61265	B	0.657416	0.0047474
58274.61386	B	0.652116	0.0047292
58274.61506	B	0.647655	0.004705
58274.61626	B	0.6457599	0.0047119
58274.61747	B	0.6453042	0.004679
58274.61867	B	0.6419253	0.0046728
58274.61988	B	0.6297347	0.0045895
58274.62108	B	0.622445	0.0045194
58274.62228	B	0.6206445	0.0045302
58274.62349	B	0.6185774	0.0045222
58274.62469	B	0.6174217	0.0045271
58274.62589	B	0.6110674	0.0045068
58274.62709	B	0.60668	0.0044897
58274.6283	B	0.595081	0.0044103
58274.6295	B	0.5886557	0.0043691
58274.6307	B	0.5897079	0.0043941
58274.63191	B	0.5853447	0.004372
58274.63311	B	0.5782022	0.0043467
58274.63431	B	0.5683992	0.0042764
58274.63552	B	0.5672714	0.0042903
58274.63672	B	0.5691272	0.0043084
58274.63792	B	0.5614256	0.0042502
58274.63913	B	0.5529998	0.0042099
58274.64033	B	0.5537957	0.0042029
58274.64153	B	0.5453649	0.0041228
58274.64274	B	0.5473526	0.0041667
58274.64394	B	0.5401302	0.0041235
58274.64515	B	0.5403206	0.0041464
58274.64635	B	0.5373231	0.0041134
58274.64755	B	0.540047	0.0041305
58274.64875	B	0.5320218	0.0040733
58274.64996	B	0.535176	0.0041133
58274.65116	B	0.5348213	0.0041153
58274.65236	B	0.5321239	0.0040902
58274.65357	B	0.5339156	0.0040853
58274.65477	B	0.5366288	0.0041243
58274.65597	B	0.5330899	0.0041072
58274.65718	B	0.5337519	0.0040853
58274.65838	B	0.5318123	0.0040822
58274.65958	B	0.5340121	0.0041013
58274.66078	B	0.5368426	0.0041184
58274.66199	B	0.5340057	0.0040903
58274.66319	B	0.5349583	0.0040933
58274.66439	B	0.5360772	0.0041034
58274.66559	B	0.5403841	0.0041295
58274.6668	B	0.5403352	0.0041116
58274.668	B	0.5383842	0.0041274
58274.66921	B	0.5421573	0.0041176
58274.67041	B	0.5379825	0.0040815
58274.67161	B	0.5382598	0.0040865
58274.67281	B	0.5481745	0.0041578
58274.67402	B	0.5494007	0.0041429
58274.67522	B	0.5485686	0.0041279
58274.67642	B	0.5516632	0.00414
58274.67763	B	0.5561719	0.0041582
58274.67883	B	0.5654703	0.0042075
58274.68003	B	0.5696692	0.0042296
58274.68124	B	0.5787607	0.0042809
58274.68244	B	0.5774463	0.0042629
58274.68364	B	0.5864699	0.0042933
58274.68484	B	0.5854557	0.0042873
58274.68605	B	0.5981191	0.0043766
58274.68725	B	0.6079982	0.00442
58274.68845	B	0.60721	0.004411
58274.68966	B	0.6203106	0.0045183
58274.69086	B	0.6275546	0.0045386
58274.69206	B	0.6290163	0.0045456
58274.69327	B	0.62955	0.0045267
58274.69447	B	0.6408355	0.004619
58274.69567	B	0.6418104	0.004619
58274.69687	B	0.6419316	0.0045752
58274.69808	B	0.656068	0.0046656
58274.69928	B	0.6594267	0.0047066
58274.70048	B	0.6692207	0.0047669
58274.70169	B	0.6711342	0.0047601
58274.70289	B	0.6766735	0.0047952
58274.70409	B	0.6802162	0.0048253
58274.70529	B	0.6856984	0.0048545
58274.7065	B	0.6789317	0.0048073
58274.7077	B	0.6904228	0.0048926
58274.70891	B	0.6908246	0.0049205
58274.71011	B	0.7037983	0.0050268
58274.71131	B	0.7025886	0.0050347
58274.71251	B	0.7022891	0.0051064
58274.71371	B	0.7107516	0.0052245
58274.71492	B	0.714729	0.0053492
58274.71612	B	0.7224027	0.005525
58274.71733	B	0.7266499	0.0057047
58274.71853	B	0.7261383	0.0058542
58274.71973	B	0.716435	0.0059694
58274.72093	B	0.7324507	0.0064289
58274.72214	B	0.7355999	0.006879
58274.72372	B	0.7339275	0.0076265
58274.72492	B	0.7422765	0.0082557
58274.72612	B	0.7440396	0.0090337
58274.72733	B	0.7532104	0.0100667
58274.72853	B	0.7526665	0.0114424
58274.54294	V	0.8138124	0.006099
58274.54406	V	0.821821	0.0061831
58274.54518	V	0.8132417	0.0061408
58274.5463	V	0.8186819	0.006176
58274.54742	V	0.8201922	0.0062558
58274.54854	V	0.8157029	0.0061409
58274.54966	V	0.8083275	0.0060678
58274.55078	V	0.8085013	0.0060908
58274.55191	V	0.8160267	0.0061459
58274.55302	V	0.8022143	0.0059808
58274.55415	V	0.8072409	0.0060698
58274.55527	V	0.8093296	0.006042
58274.55639	V	0.800842	0.0060236
58274.55751	V	0.812746	0.0060371
58274.55864	V	0.8159648	0.006134
58274.55976	V	0.8065149	0.0060508
58274.56088	V	0.8009592	0.0060136
58274.562	V	0.7988884	0.0059677
58274.56312	V	0.8063495	0.0060548
58274.56426	V	0.8053819	0.0060119
58274.56538	V	0.8004617	0.0060186
58274.5665	V	0.806506	0.0060269
58274.56762	V	0.7991853	0.0059607
58274.56874	V	0.7994025	0.0059996
58274.56986	V	0.7896497	0.0059264
58274.57098	V	0.7931803	0.0059545
58274.57212	V	0.7955172	0.0059725
58274.57324	V	0.7854247	0.0059242
58274.57436	V	0.7895152	0.0059543
58274.57548	V	0.780251	0.0058711
58274.5766	V	0.7852711	0.0059222
58274.57772	V	0.7825231	0.0059141
58274.57884	V	0.7819756	0.005937
58274.57996	V	0.7827944	0.0059271
58274.58108	V	0.7752952	0.0058928
58274.5822	V	0.7749757	0.0058779
58274.58332	V	0.7754511	0.0059357
58274.58444	V	0.7690368	0.0058856
58274.58556	V	0.7716146	0.0058677
58274.58668	V	0.7646112	0.0057976
58274.5878	V	0.7603474	0.0057645
58274.58892	V	0.7702912	0.0058487
58274.59004	V	0.7633407	0.0058055
58274.59126	V	0.7591543	0.0051625
58274.59252	V	0.7557659	0.0051544
58274.59374	V	0.7560599	0.0051594
58274.59495	V	0.7539074	0.0051712
58274.59615	V	0.7517229	0.0051342
58274.59735	V	0.7520068	0.0051881
58274.59856	V	0.7460405	0.005128
58274.59976	V	0.7563086	0.0051803
58274.60097	V	0.7400552	0.0050998
58274.60217	V	0.7409889	0.0051018
58274.60337	V	0.743074	0.0051278
58274.60458	V	0.7303941	0.0050206
58274.60578	V	0.725171	0.0049964
58274.60698	V	0.7178426	0.0049462
58274.60818	V	0.7206883	0.0049842
58274.60939	V	0.7194559	0.0049672
58274.61059	V	0.7146024	0.0049411
58274.61179	V	0.712472	0.00492
58274.613	V	0.7076549	0.0048909
58274.6142	V	0.7054852	0.0048788
58274.6154	V	0.6953641	0.0048315
58274.61661	V	0.6986162	0.0048566
58274.61781	V	0.6907784	0.0047884
58274.61901	V	0.6844003	0.0047652
58274.62022	V	0.6743155	0.004675
58274.62142	V	0.6725529	0.0046809
58274.62263	V	0.6709872	0.0046997
58274.62383	V	0.6670085	0.0046906
58274.62503	V	0.6620598	0.0046525
58274.62623	V	0.6533895	0.0045982
58274.62744	V	0.6566773	0.0046492
58274.62864	V	0.6430893	0.0045628
58274.62984	V	0.6380894	0.0045327
58274.63105	V	0.6361286	0.0045406
58274.63225	V	0.6276178	0.0044624
58274.63345	V	0.6210612	0.0044372
58274.63466	V	0.6267829	0.0045072
58274.63586	V	0.613171	0.0044318
58274.63706	V	0.6103259	0.0043918
58274.63827	V	0.602894	0.0043446
58274.63947	V	0.5958494	0.0042955
58274.64067	V	0.5977495	0.0043155
58274.64188	V	0.5877034	0.0042273
58274.64308	V	0.5906669	0.0042713
58274.64429	V	0.5900022	0.0042892
58274.64549	V	0.5822846	0.00424
58274.64669	V	0.5888805	0.0042832
58274.64789	V	0.5882651	0.0042891
58274.6491	V	0.5887174	0.0042831
58274.6503	V	0.5895731	0.0042991
58274.6515	V	0.5887245	0.0042871
58274.65271	V	0.5894065	0.0043051
58274.65391	V	0.5836378	0.004254
58274.65511	V	0.5821691	0.0042499
58274.65632	V	0.5843215	0.0042849
58274.65752	V	0.5839895	0.004269
58274.65872	V	0.5801477	0.0042359
58274.65992	V	0.5829326	0.004258
58274.66113	V	0.5877796	0.0042841
58274.66233	V	0.5893488	0.0042772
58274.66353	V	0.5873428	0.0042791
58274.66473	V	0.5888067	0.0042782
58274.66594	V	0.585911	0.0042561
58274.66714	V	0.5877593	0.0042672
58274.66834	V	0.5952573	0.0043492
58274.66955	V	0.5923325	0.0042953
58274.67075	V	0.5928526	0.0042754
58274.67195	V	0.588884	0.0042533
58274.67316	V	0.6011409	0.0043276
58274.67436	V	0.5970485	0.0043025
58274.67556	V	0.6012034	0.0043027
58274.67677	V	0.6062699	0.0043378
58274.67797	V	0.6065317	0.0043069
58274.67917	V	0.6164368	0.0043822
58274.68038	V	0.6216807	0.0044033
58274.68158	V	0.6193474	0.0043803
58274.68519	V	0.6360614	0.0044559
58274.69	V	0.6633708	0.0046236
58274.69241	V	0.6772177	0.0046781
58274.69361	V	0.6822723	0.0047202
58274.69481	V	0.6816915	0.0047023
58274.69722	V	0.6980485	0.0047958
58274.69842	V	0.6991631	0.0047759
58274.70082	V	0.7137181	0.0048603
58274.70323	V	0.71567	0.0048535
58274.70443	V	0.726044	0.0049148
58274.70804	V	0.7453722	0.0050423
58274.71526	V	0.7635948	0.0052594
58274.71646	V	0.7717634	0.0053724
58274.71767	V	0.768622	0.0054191
58274.71887	V	0.7811597	0.005606
58274.72007	V	0.7728929	0.0056704
58274.72248	V	0.7891576	0.0062075
58274.72406	V	0.7866142	0.0064956
58274.72526	V	0.7877877	0.0069017
58274.54316	R	0.8406054	0.0065927
58274.54428	R	0.8315344	0.0064666
58274.5454	R	0.8368965	0.0065506
58274.54652	R	0.8332743	0.0064906
58274.54764	R	0.8348966	0.0065684
58274.54876	R	0.8443001	0.0065411
58274.54988	R	0.8361928	0.0065556
58274.551	R	0.8386854	0.0065696
58274.55212	R	0.8440435	0.0065859
58274.55324	R	0.8456145	0.006577
58274.55436	R	0.8313314	0.0065114
58274.55549	R	0.8280696	0.0064425
58274.55661	R	0.8351869	0.0065047
58274.55773	R	0.8368138	0.0064769
58274.55885	R	0.8322073	0.0064657
58274.55997	R	0.8305399	0.0064486
58274.56109	R	0.8213788	0.0063654
58274.56221	R	0.8286427	0.0064216
58274.56333	R	0.8287858	0.0064475
58274.56447	R	0.8211045	0.0063783
58274.56559	R	0.8253905	0.0064055
58274.56671	R	0.828678	0.0064535
58274.56783	R	0.822119	0.0063664
58274.56895	R	0.8192534	0.0063772
58274.57007	R	0.8229686	0.0064054
58274.57119	R	0.8259602	0.0064055
58274.57233	R	0.8110731	0.0063001
58274.57345	R	0.8150267	0.0063471
58274.57457	R	0.8222883	0.0064521
58274.57569	R	0.8123271	0.0063529
58274.57681	R	0.8065368	0.0062948
58274.57794	R	0.8133051	0.0063729
58274.57905	R	0.8101607	0.0063478
58274.58017	R	0.8067814	0.0063586
58274.58129	R	0.7972496	0.0062495
58274.58241	R	0.8020027	0.0062986
58274.58353	R	0.8034038	0.0063784
58274.58465	R	0.7999589	0.0063403
58274.58578	R	0.7983907	0.0062774
58274.5869	R	0.7970911	0.0062774
58274.58802	R	0.7941965	0.0062473
58274.58914	R	0.7878074	0.0061911
58274.59026	R	0.7847411	0.0062009
58274.59151	R	0.7811628	0.0056907
58274.59277	R	0.7890516	0.0057798
58274.59398	R	0.7823135	0.0061898
58274.59519	R	0.7789924	0.0061319
58274.59639	R	0.7814399	0.0061719
58274.59759	R	0.7816024	0.0061918
58274.5988	R	0.7907784	0.00629
58274.6	R	0.7828764	0.0062118
58274.60121	R	0.7647497	0.0060972
58274.60241	R	0.7696145	0.0061423
58274.60361	R	0.7647286	0.0060733
58274.60481	R	0.7620034	0.0060572
58274.60602	R	0.7612797	0.0060512
58274.60722	R	0.7471055	0.0059567
58274.60842	R	0.7448108	0.0059317
58274.60963	R	0.7407848	0.0059105
58274.61083	R	0.7367018	0.0058595
58274.61203	R	0.7348735	0.0058504
58274.61324	R	0.7262256	0.0057831
58274.61444	R	0.7281366	0.0058361
58274.61564	R	0.7244333	0.005789
58274.61685	R	0.7189891	0.0057798
58274.61805	R	0.713282	0.0057286
58274.61925	R	0.7134297	0.0057476
58274.62046	R	0.7132484	0.0057396
58274.62166	R	0.7026531	0.0056483
58274.62286	R	0.7034594	0.0056773
58274.62407	R	0.6956566	0.005616
58274.62527	R	0.6918907	0.0056168
58274.62647	R	0.685278	0.0055846
58274.62768	R	0.6802073	0.0055414
58274.62888	R	0.6758859	0.0055013
58274.63008	R	0.6670265	0.00547
58274.63129	R	0.6594352	0.0054227
58274.63249	R	0.656722	0.0053687
58274.63369	R	0.6505381	0.0053754
58274.63489	R	0.6404583	0.0052782
58274.6361	R	0.6446007	0.0053372
58274.6373	R	0.6371891	0.00527
58274.6385	R	0.6374799	0.005276
58274.63971	R	0.625407	0.0052026
58274.64091	R	0.6270665	0.0051947
58274.64212	R	0.6270477	0.0051897
58274.64332	R	0.6160891	0.0051074
58274.64452	R	0.6161581	0.0051543
58274.64573	R	0.6140658	0.0051183
58274.64693	R	0.6197017	0.0051694
58274.64813	R	0.6146116	0.0051492
58274.64934	R	0.6118265	0.0051241
58274.65054	R	0.6178101	0.0051663
58274.65174	R	0.6107162	0.0051071
58274.65294	R	0.6189204	0.0051863
58274.65415	R	0.6140915	0.0051223
58274.65535	R	0.6127223	0.0051391
58274.65656	R	0.6189963	0.0051843
58274.65776	R	0.6202463	0.0052123
58274.65896	R	0.6152195	0.0051602
58274.66016	R	0.6108587	0.0051012
58274.66136	R	0.6126168	0.0051152
58274.66257	R	0.6165721	0.0051393
58274.66377	R	0.6197461	0.0051694
58274.66497	R	0.6188794	0.0051594
58274.66618	R	0.6203021	0.0051754
58274.66738	R	0.6196663	0.0051854
58274.66858	R	0.6204863	0.0051894
58274.66979	R	0.6211769	0.0051695
58274.67099	R	0.6205063	0.0051565
58274.67219	R	0.6251852	0.0051827
58274.67339	R	0.6310834	0.0052258
58274.6746	R	0.6261621	0.0051598
58274.6758	R	0.6272809	0.0051758
58274.67701	R	0.6315213	0.005167
58274.67821	R	0.6340293	0.0052011
58274.67941	R	0.6429549	0.0052683
58274.68062	R	0.6425244	0.0052504
58274.68182	R	0.6413707	0.0052114
58274.68302	R	0.6549302	0.0053098
58274.68903	R	0.68848	0.0055439
58274.69144	R	0.6938791	0.0055541
58274.69264	R	0.6949951	0.0055393
58274.69385	R	0.7103298	0.0056537
58274.69505	R	0.7086715	0.0056247
58274.69625	R	0.7160324	0.0056919
58274.69745	R	0.7210318	0.0057231
58274.69866	R	0.7268632	0.0057174
58274.70106	R	0.7375765	0.0058216
58274.70227	R	0.7461691	0.005864
58274.70347	R	0.7448096	0.005832
58274.70467	R	0.7533041	0.0059032
58274.70588	R	0.753697	0.0058724
58274.70708	R	0.7558908	0.0058974
58274.70828	R	0.7683389	0.0059898
58274.70949	R	0.7708988	0.0060188
58274.71189	R	0.7753758	0.0060559
58274.71309	R	0.7811097	0.0061529
58274.7143	R	0.7794201	0.0061139
58274.7155	R	0.7852731	0.0062338
58274.7167	R	0.7897742	0.0063407
58274.71791	R	0.7867187	0.0064233
58274.71911	R	0.7957801	0.0065793
58274.72031	R	0.7984865	0.0067638
58274.72152	R	0.798332	0.0069941
58274.72272	R	0.8083485	0.0073696
58274.7243	R	0.80677	0.0078164
58274.7255	R	0.8047701	0.0082314
58274.72791	R	0.8175432	0.0097731
58274.72911	R	0.8143304	0.0107995
58274.54342	I	0.862445	0.0089956
58274.54454	I	0.8520425	0.0087437
58274.54566	I	0.8553015	0.0089642
58274.54678	I	0.8524154	0.0087119
58274.5479	I	0.8594962	0.0089157
58274.54902	I	0.8511162	0.0087217
58274.55014	I	0.8524016	0.0088593
58274.55126	I	0.8579626	0.0088568
58274.55238	I	0.854922	0.0087071
58274.5535	I	0.8481811	0.0086906
58274.55463	I	0.8447895	0.0086426
58274.55575	I	0.8499374	0.0086459
58274.55687	I	0.850059	0.008637
58274.55799	I	0.8461421	0.0085988
58274.55911	I	0.8534841	0.0086342
58274.56023	I	0.8435216	0.0084542
58274.56135	I	0.8460288	0.0084424
58274.56248	I	0.8425217	0.0084561
58274.56361	I	0.8470508	0.0084863
58274.56473	I	0.8492515	0.0084915
58274.56585	I	0.8487559	0.0085014
58274.56697	I	0.8455777	0.0085071
58274.56809	I	0.8427224	0.0084163
58274.56921	I	0.8349365	0.00833
58274.57033	I	0.8407169	0.0083085
58274.57146	I	0.847059	0.0084983
58274.57259	I	0.8465821	0.0084674
58274.57371	I	0.820606	0.0081755
58274.57483	I	0.8379865	0.0084388
58274.57595	I	0.8382945	0.008401
58274.57707	I	0.8322764	0.0083178
58274.5782	I	0.8315894	0.0083307
58274.57932	I	0.8270878	0.0082567
58274.58043	I	0.8233123	0.0081976
58274.58155	I	0.8265477	0.0082178
58274.58268	I	0.8175076	0.0081224
58274.5838	I	0.8174553	0.0081244
58274.58492	I	0.807187	0.0080479
58274.58604	I	0.8177716	0.0080348
58274.58716	I	0.8155989	0.0080655
58274.58828	I	0.8132843	0.0080474
58274.5894	I	0.8102266	0.0079735
58274.59178	I	0.8031051	0.0078853
58274.59302	I	0.801274	0.0084012
58274.59423	I	0.8043488	0.0084373
58274.59543	I	0.799972	0.008427
58274.59663	I	0.798813	0.0083801
58274.59784	I	0.800554	0.0083952
58274.59904	I	0.7988334	0.0083911
58274.60024	I	0.7884672	0.0083206
58274.60145	I	0.7941239	0.0083678
58274.60265	I	0.7818952	0.0081855
58274.60386	I	0.7902554	0.0082748
58274.60506	I	0.7815222	0.0081207
58274.60626	I	0.7649861	0.0079422
58274.60746	I	0.7677765	0.0080031
58274.60867	I	0.7753127	0.0081542
58274.60987	I	0.7583943	0.0078719
58274.61107	I	0.7589586	0.0079726
58274.61228	I	0.7635208	0.0080885
58274.61348	I	0.7521914	0.0078854
58274.61468	I	0.7459582	0.0078222
58274.61589	I	0.7466683	0.0077864
58274.61709	I	0.7377399	0.0077449
58274.61829	I	0.7408274	0.0078258
58274.6195	I	0.7310002	0.0076507
58274.6207	I	0.7294622	0.0076376
58274.62191	I	0.7278401	0.0076106
58274.62311	I	0.7273264	0.0076694
58274.62431	I	0.7195157	0.007607
58274.62551	I	0.7150801	0.0076216
58274.62672	I	0.7180404	0.0076906
58274.62792	I	0.6976264	0.0075118
58274.62912	I	0.6952992	0.0073691
58274.63033	I	0.6874373	0.0073227
58274.63153	I	0.6852124	0.0073634
58274.63273	I	0.6828406	0.0073213
58274.63394	I	0.6727691	0.007218
58274.63514	I	0.6741828	0.0072779
58274.63634	I	0.6608248	0.0071214
58274.63754	I	0.6516692	0.0070171
58274.63875	I	0.6518871	0.007056
58274.63995	I	0.6524146	0.0071109
58274.64116	I	0.642347	0.0069377
58274.64236	I	0.6418916	0.0068908
58274.64356	I	0.6433068	0.0069388
58274.64477	I	0.6378646	0.0068985
58274.64597	I	0.6365544	0.0069144
58274.64717	I	0.634423	0.0068664
58274.64838	I	0.6355594	0.0068954
58274.64958	I	0.6362359	0.0069204
58274.65078	I	0.6353069	0.0068754
58274.65199	I	0.6418619	0.0069546
58274.65319	I	0.6427804	0.0070045
58274.65439	I	0.6370896	0.0069104
58274.6556	I	0.6339989	0.0069621
58274.6568	I	0.6402508	0.0070193
58274.658	I	0.6433959	0.0069936
58274.6592	I	0.6415065	0.0069825
58274.66041	I	0.6443459	0.0071113
58274.66161	I	0.6340693	0.0068534
58274.66281	I	0.6416699	0.0070413
58274.66402	I	0.6471242	0.0070248
58274.66522	I	0.6365709	0.0069054
58274.66642	I	0.6353663	0.0068445
58274.66762	I	0.6372618	0.0069384
58274.66883	I	0.6479454	0.0070119
58274.67003	I	0.6448646	0.0069509
58274.67123	I	0.6385951	0.0068936
58274.67244	I	0.6514866	0.0069503
58274.67364	I	0.6558865	0.0070772
58274.67484	I	0.6473013	0.0069152
58274.67605	I	0.6456396	0.006911
58274.67725	I	0.6533084	0.0069724
58274.67845	I	0.6557187	0.0069158
58274.67966	I	0.6666196	0.007071
58274.68086	I	0.6684166	0.0070173
58274.68206	I	0.6822977	0.0071887
58274.68327	I	0.678905	0.0071297
58274.68447	I	0.6892624	0.0071942
58274.68687	I	0.6894703	0.0071404
58274.68808	I	0.7069476	0.0072832
58274.68928	I	0.7156813	0.0074244
58274.69048	I	0.717294	0.0073647
58274.69169	I	0.7143205	0.0072987
58274.69289	I	0.7212368	0.0073859
58274.69409	I	0.7247989	0.0073623
58274.69529	I	0.7303027	0.0074165
58274.6965	I	0.7482987	0.0076051
58274.6977	I	0.7486749	0.0076092
58274.6989	I	0.745126	0.0074933
58274.70131	I	0.7644179	0.007713
58274.70251	I	0.7660664	0.0077001
58274.70732	I	0.7878247	0.0078572
58274.70853	I	0.788136	0.0078871
58274.70973	I	0.7880282	0.0078731
58274.71093	I	0.7934781	0.0079762
58274.71213	I	0.8004494	0.0080016
58274.71334	I	0.8064076	0.0081674
58274.71454	I	0.7961167	0.0081139
58274.71574	I	0.8067987	0.0083139
58274.71695	I	0.8020242	0.0083305
58274.71815	I	0.8087816	0.0086439
58274.71935	I	0.807445	0.0087545
58274.72056	I	0.8096837	0.0091883
58274.72176	I	0.8224327	0.0097316
58274.72296	I	0.8259536	0.0102145
58274.72454	I	0.8240922	0.0110744
58274.72695	I	0.8272264	0.0131109
58274.72815	I	0.8190389	0.014232
58274.72975	I	0.8379628	0.0169598
